"Source","Target","Weight"
"Laser peening","Gas turbine","4"
"Laser peening","Kinematics","2"
"Laser peening","Laser","2"
"Laser peening","Laser Beam","2"
"Laser peening","Laser cutting","2"
"Laser scanning","Blast furnace","2"
"LaserDisc","Laser diode","2"
"Latent heat","CPU time","2"
"Latent heat","Invention","2"
"Lateral area","Glossary of musical terminology","2"
"Lateral movement","Alloy","2"
"Lateral surface","Chamfer","3"
"Lateral surface","Electric current","2"
"Lateral surface","Electrical conductor","3"
"Lateral surface","Heat Treatment","2"
"Lateral surface","Heat exchanger","5"
"Lateral surface","Heat treating","2"
"Lateral surface","Interface and colloid science","2"
"Lateral surface","Interstitial fluid","4"
"Lateral surface","Invention","2"
"Lath","Impurity","2"
"Lattice constant","Absolute value","2"
"Lattice constant","Acyl halide","2"
"Lattice constant","Addition","3"
"Lattice constant","Behavior","2"
"Lattice constant","Coagulation","2"
"Lattice constant","Cryogenics","2"
"Lattice constant","Crystal structure","7"
"Lattice constant","Differential scanning calorimetry","2"
"Lattice constant","Intermetallic","14"
"Lattice constant","Invention","6"
"Lattice constant","Iron oxide","2"
"Lattice diffusion coefficient","Activation energy","4"
"Laundry detergent","Coffee bean","2"
"Laundry detergent","Colourant","2"
"Laundry detergent","Flavor","2"
"Laundry detergent","Health food","2"
"Laundry detergent","Instant coffee","2"
"Lauric acid","2-Butoxyethanol","2"
"Lauric acid","Addition","2"
"Lauric acid","Adipic acid","3"
"Lauric acid","Behenic acid","2"
"Lauric acid","Butanol","2"
"Lauric acid","Chlorinated paraffins","2"
"Lauric acid","Citric acid","2"
"Lauric acid","Conductive ink","2"
"Lauric acid","Et cetera","4"
"Lauric acid","Fatty acid","4"
"Lauric acid","Glycol ethers","2"
"Lauric acid","Halocarbon","2"
"Lauric acid","High-density storage media","2"
"Lauric acid","Hysteresis","2"
"Laves phase","Crystal structure","2"
"Law Enforcement Intelligence Unit","Continuous production","2"
"Layer element","Active layer","10"
"Layer element","Cerium","3"
"Layer element","Europium","3"
"Layered clothing","12A","2"
"Layered clothing","Acyl halide","2"
"Layered clothing","Airfoil","3"
"Layered clothing","Alkali metal","2"
"Layered clothing","Alloy","7"
"Layered clothing","Atomic ratio","2"
"Layered clothing","Barium","2"
"Layered clothing","Base metal","4"
"Layered clothing","Boron","3"
"Layered clothing","Composite material","4"
"Layered clothing","Contact resistance","2"
"Layered clothing","Crystal structure","6"
"Layered clothing","Electronic component","3"
"Layered clothing","Epitaxy","2"
"Layered clothing","Fluid parcel","3"
"Layered clothing","Free surface","4"
"Layered clothing","Indium","2"
"Layered clothing","Invention","2"
"Layered double hydroxides","Invention","3"
"Leachate","Aluminium chloride","22"
"Leachate","Aluminium hydroxide","2"
"Leachate","Aluminium oxide","44"
"Leachate","Amino acid","7"
"Leachate","Ammonium chloride","4"
"Leachate","Ammonium hydroxide","3"
"Leachate","Aqueous solution","5"
"Leachate","Arithmetic underflow","3"
"Leachate","Base metal","2"
"Leachate","Bromide","3"
"Leachate","Bulk cargo","4"
"Leachate","Calcination","3"
"Leachate","Calcium chloride","3"
"Leachate","Cathode","2"
"Leachate","Chalcogenide","3"
"Leachate","Chloride","4"
"Leachate","Chlorine","4"
"Leachate","Combination","4"
"Leachate","Compressed hydrogen","2"
"Leachate","Copper chloride","3"
"Leachate","Crystallization","4"
"Leachate","Electricity","2"
"Leachate","Extractive metallurgy","2"
"Leachate","Fly","4"
"Leachate","Glossary of patent law terms","2"
"Leachate","Gram per litre","2"
"Leachate","Hematite","6"
"Leachate","High pressure","2"
"Leachate","Hydrochloric acid","63"
"Leachate","Hydrogen chloride","2"
"Leachate","Ion-exchange resin","5"
"Leachate","Iron","4"
"Leachate","Iron chloride","4"
"Leachate","Iron oxide","4"
"Leachate","Iron tests","2"
"Leaching (metallurgy)","Autoclave","2"
"Lead","Conversion disorder","2"
"Lead","Distribution transformer","2"
"Lead","Ductility","3"
"Lead acetate","Acetic acid","2"
"Lead acetate","Alkali hydroxide","2"
"Lead carbonate","Compositions (Anita Baker album)","2"
"Lead carbonate","Flue","2"
"Lead carbonate","Lead–acid battery","2"
"Lead chamber process","Flowchart","2"
"Lead chloride","Alkali salt","2"
"Lead chloride","Aluminium chloride","4"
"Lead chloride","Catalysis","2"
"Lead chloride","Drug discovery","2"
"Lead chloride","Hydrochloric acid","2"
"Lead compound","Alkali salt","2"
"Lead compound","Catalysis","2"
"Lead compound","Drug discovery","10"
"Lead compound","Hydrogen peroxide","4"
"Lead compound","Impurity","3"
"Lead compound","Lead chloride","2"
"Lead dioxide","Antimony","4"
"Lead dioxide","Aqueous solution","2"
"Lead dioxide","Bismuth","6"
"Lead dioxide","Drug discovery","3"
"Lead dioxide","Hydrogen peroxide","6"
"Lead dioxide","Impurity","2"
"Lead dioxide","Lead compound","3"
"Lead frame","Aluminium alloy","2"
"Lead frame","Average","3"
"Lead frame","Burglary","3"
"Lead frame","Busbar","9"
"Lead frame","Concrete","2"
"Lead frame","Copper wire and cable","14"
"Lead frame","Corrosion","5"
"Lead frame","Crystal structure","4"
"Lead frame","Deterioration","3"
"Lead frame","Disadvantage","2"
"Lead frame","Duty cycle","2"
"Lead frame","Electric machine","3"
"Lead frame","Electric vehicle","6"
"Lead frame","Electronic component","19"
"Lead frame","Electronics","18"
"Lead frame","Heat sink","5"
"Lead frame","Henceforth","5"
"Lead frame","Home appliance","2"
"Lead frame","Hybrid vehicle","5"
"Lead frame","Integrated circuit","11"
"Lead frame","Invention","13"
"Lead oxide","Acidic oxide","4"
"Lead oxide","Alkali salt","2"
"Lead oxide","Aqueous solution","2"
"Lead oxide","Carbon dioxide","2"
"Lead oxide","Catalysis","2"
"Lead oxide","Cementite","2"
"Lead oxide","Conversion disorder","4"
"Lead oxide","Copper oxide","3"
"Lead oxide","Drug discovery","5"
"Lead oxide","Energy consumption","2"
"Lead oxide","Filtration","3"
"Lead oxide","Hydrogen peroxide","4"
"Lead oxide","Impurity","2"
"Lead oxide","Iron chloride","2"
"Lead oxide","Iron oxide","4"
"Lead oxide","Lead carbonate","2"
"Lead oxide","Lead chloride","2"
"Lead oxide","Lead compound","5"
"Lead oxide","Lead dioxide","3"
"Lead oxide","Lead(II) sulfate","4"
"Lead oxide","Lead–acid battery","3"
"Lead sulfide","Lead glass","3"
"Lead sulfide","Lead(II) sulfide","15"
"Lead time","Canning","3"
"Lead(II) oxide","Aluminium oxide","8"
"Lead(II) oxide","Ball mill","4"
"Lead(II) oxide","Calcium oxide","10"
"Lead(II) oxide","Cementite","10"
"Lead(II) oxide","Copper oxide","10"
"Lead(II) oxide","Copper(II) oxide","10"
"Lead(II) oxide","Crystal structure","10"
"Lead(II) oxide","Environmental issue","4"
"Lead(II) oxide","Glossary of dance moves","2"
"Lead(II) oxide","Hydrogen peroxide","2"
"Lead(II) oxide","Industrial waste","3"
"Lead(II) oxide","Invention","4"
"Lead(II) oxide","Iron oxide","8"
"Lead(II) sulfate","Aqueous solution","4"
"Lead(II) sulfate","Drug discovery","4"
"Lead(II) sulfate","Hydrochloric acid","2"
"Lead(II) sulfate","Hydrochloric acid regeneration","2"
"Lead(II) sulfate","Hydrogen peroxide","8"
"Lead(II) sulfate","Impurity","3"
"Lead(II) sulfate","Lead carbonate","3"
"Lead(II) sulfate","Lead compound","4"
"Lead(II) sulfate","Lead dioxide","4"
"Lead(II) sulfide","Ammonium","2"
"Lead(II) sulfide","Aqueous solution","2"
"Lead(II) sulfide","Bornite","2"
"Lead(II) sulfide","Chalcocite","2"
"Lead(II) sulfide","Chalcopyrite","2"
"Lead(II) sulfide","Cinnabar","2"
"Lead(II) sulfide","Copper monosulfide","2"
"Lead(II) sulfide","Covellite","2"
"Lead(II) sulfide","Galena","2"
"Lead(II) sulfide","Ion source","2"
"Lead(II) sulfide","Iron(II) sulfide","2"
"Lead(II) sulfide","Lead glass","2"
"Leading","Beam diameter","6"
"Leading","Cathode ray","8"
"Leading edge","End Zone","2"
"Lead–acid battery","Alkali hydroxide","2"
"Lead–acid battery","Carbon dioxide","2"
"Lead–acid battery","Combination","3"
"Lead–acid battery","Impurity","3"
"Leak-down tester","Amorphous metal","3"
"Leakage inductance","Aluminum wire","2"
"Leakage inductance","Copper wire and cable","2"
"Leakage inductance","Electrical wiring","2"
"Leg","Bunion","6"
"Leg","Elasticity (physics)","3"
"Leg","Et cetera","4"
"Leg","Foot","18"
"Leg","Hook and loop fastener","5"
"Leg side","Bunion","3"
"Leg side","Foot","6"
"Leg side","Leg","3"
"Length","Aspect ratio","5"
"Length","Blaster Master 2","4"
"Length","Carbon dioxide","2"
"Length","Carbon monoxide","2"
"Length","Carbon nanotube","10"
"Length","Charge-coupled device","4"
"Length","Composite material","3"
"Length","Electrical resistivity and conductivity","2"
"Length","Fish measurement","2"
"Length","Flight control surfaces","2"
"Length","Grain boundary","2"
"Length","Infrared","2"
"Length","Invention","8"
"Length measurement","Interface and colloid science","4"
"Length overall","Aqueous solution","4"
"Length scale","Casting (metalworking)","3"
"Lens (optics)","Aspheric lens","2"
"Lepidolite","Albite","4"
"Lepidolite","Amblygonite","6"
"Lepidolite","Amphibole","4"
"Lepidolite","Amphibolite","2"
"Lepidolite","Analcime","4"
"Lepidolite","Apatite","2"
"Lepidolite","Avogadrite","4"
"Lepidolite","Beryl","4"
"Lepidolite","Biotite","4"
"Lepidolite","Borate minerals","4"
"Lepidolite","Carbon dioxide","2"
"Lepidolite","Carnallite","4"
"Lepidolite","Chlorite group","4"
"Lepidolite","Combination","4"
"Lepidolite","Feldspar","4"
"Lepidolite","Illite","4"
"Leucine","Aspartic acid","2"
"Leucine","Elution","2"
"Leucine","Glutamic acid","2"
"Leucite","Dental material","2"
"Level (logarithmic quantity)","Accelerometer","2"
"Level (logarithmic quantity)","Internal combustion engine","2"
"Level (logarithmic quantity)","Invention","3"
"Level of measurement","Energy supply","2"
"Level of measurement","Induction coil","3"
"Level of measurement","Induction furnace","3"
"Level sensor","Blast furnace","5"
"Level sensor","Large numbers","2"
"Level sensor","Laser","3"
"Level sensor","Laser Beam","3"
"Levelling","Electric arc furnace","4"
"Lever","Gimbal","4"
"Levitation","Diagonal","3"
"Levitation","Electric vehicle","2"
"Levitation","Halbach array","4"
"Lewis acids and bases","BF3","2"
"Lewis acids and bases","Boron","7"
"Lewis acids and bases","Boron oxide","3"
"Lewis acids and bases","Complex differential form","6"
"Lewis acids and bases","Coordination complex","4"
"Lewis acids and bases","Iron(II) chloride","6"
"Life extension","Blast furnace","4"
"Life extension","Causality","2"
"Life extension","Hip","2"
"Life extension","Invention","2"
"Ligament","Gas turbine","2"
"Ligand","Butyl group","2"
"Ligand","Extraction (chemistry)","2"
"Ligand cone angle","Drive shaft","2"
"Light","32A","2"
"Light","Aspheric lens","2"
"Light","Backlight","3"
"Light","Diffusion barrier","4"
"Light","Enzyme","3"
"Light","Focus (optics)","5"
"Light beam","Aspheric lens","2"
"Light beam","Focus (optics)","5"
"Light beam","Laser","2"
"Light beam","Laser Beam","2"
"Light beam","Light","8"
"Light intensity","Infrared","4"
"Light intensity","Infrared heater","2"
"Light metal","Aluminium alloy","5"
"Light metal","Invention","2"
"Light-dependent reactions","Hot plate","2"
"Light-dependent reactions","Infrared heater","2"
"Light-emitting diode","Electronics","2"
"Light-emitting diode","Gallium","2"
"Light-emitting diode","Intermetallic","2"
"Lighting","Amplifier","3"
"Lignin","1-Decanol","2"
"Lignin","Alloy","2"
"Lignin","Arabitol","2"
"Lignin","Biomass","4"
"Lignin","Butanediol","2"
"Lignin","Butanol","2"
"Lignin","Butyl group","2"
"Lignin","Butyric acid","2"
"Lignin","Carbon dioxide","2"
"Lignin","Chloride","2"
"Lignin","Citric acid","2"
"Lignin","Construction","2"
"Lignin","Dead Cell","2"
"Lignin","Decanoic acid","2"
"Lignin","Direct Contact","2"
"Lignin","Ethyl group","2"
"Lignin","Extracellular polymeric substance","2"
"Lignin","Fat","2"
"Lignin","Fluid dynamics","2"
"Lignin","Hemicellulose","4"
"Lignin","Hexanoic acid","2"
"Lignin","Hydroxybenzoic acid","2"
"Lignin","Hydroxylammonium sulfate","2"
"Lignin","Invention","4"
"Lignin","Lauric acid","2"
"Lignite","Anthracite","5"
"Lignite","Bituminous coal","5"
"Lignite","Char","2"
"Lignosulfonates","Depressant","2"
"Limewater","Carbon dioxide","2"
"Limewater","Contraflow lane","2"
"Limewater","Furan","2"
"Limewater","Hydrogen chloride","2"
"Limewater","Hydrogen fluoride","2"
"Limit superior and limit inferior","Addition","7"
"Limit superior and limit inferior","Adverse effect","2"
"Limit superior and limit inferior","Alkali metal","4"
"Limit superior and limit inferior","Aluminium alloy","3"
"Limit superior and limit inferior","Aluminium nitride","2"
"Limit superior and limit inferior","Annealing temperature","7"
"Limit superior and limit inferior","Austenite","3"
"Limit superior and limit inferior","Austenitic stainless steel","5"
"Limit superior and limit inferior","Blast furnace","2"
"Limit superior and limit inferior","Bulbous bow","2"
"Limit superior and limit inferior","Calcium chloride","12"
"Limit superior and limit inferior","Calcium fluoride","12"
"Limit superior and limit inferior","Calcium oxide","9"
"Limit superior and limit inferior","Celsius","7"
"Limit superior and limit inferior","Cementite","3"
"Limit superior and limit inferior","Chemical composition","2"
"Limit superior and limit inferior","Claustrum","7"
"Limit superior and limit inferior","Concrete","5"
"Limit superior and limit inferior","Control variable","3"
"Limit superior and limit inferior","Corrosion","21"
"Limit superior and limit inferior","Cost of goods sold","2"
"Limit superior and limit inferior","Cryogenics","7"
"Limit superior and limit inferior","Deformation (mechanics)","3"
"Limit superior and limit inferior","Deoxidization","3"
"Limit superior and limit inferior","Description","4"
"Limit superior and limit inferior","Dislocation","3"
"Limit superior and limit inferior","Distortion","2"
"Limit superior and limit inferior","Dual-phase steel","2"
"Limit superior and limit inferior","Duty cycle","5"
"Limit superior and limit inferior","Electroless plating","7"
"Limit superior and limit inferior","Et cetera","2"
"Limit superior and limit inferior","Eta","3"
"Limit superior and limit inferior","Final product","2"
"Limit superior and limit inferior","Fluidized bed reactor","5"
"Limit superior and limit inferior","Foreplay/Long Time","8"
"Limit superior and limit inferior","Gold plating","4"
"Limit superior and limit inferior","Grain boundary","6"
"Limit superior and limit inferior","Grain growth","2"
"Limit superior and limit inferior","Halide","4"
"Limit superior and limit inferior","Hardenability","23"
"Limit superior and limit inferior","Heat Treatment","3"
"Limit superior and limit inferior","Heat treating","3"
"Limit superior and limit inferior","High Tension","2"
"Limit superior and limit inferior","Hot Press","3"
"Limit superior and limit inferior","Impurity","11"
"Limit superior and limit inferior","Ingot","2"
"Limit superior and limit inferior","Interface and colloid science","3"
"Limit superior and limit inferior","Intermediate good","2"
"Limit superior and limit inferior","Invention","4"
"Limit superior and limit inferior","Iron oxide","2"
"Limitation","12B","2"
"Limitation","Addition","2"
"Limitation","Airfoil","2"
"Limitation","Aluminium alloy","2"
"Limitation","Argon","2"
"Limitation","Boride","2"
"Limitation","Chelation","3"
"Limitation","Chromium carbide","2"
"Limitation","Concrete","2"
"Limitation","Fluid parcel","2"
"Limitation","Green body","4"
"Limitation","Helium","2"
"Limitation","High pressure","2"
"Limitation","Intermediate product","2"
"Limitation","Intermetallic","2"
"Limited-stop","Closed position","2"
"Limonite","Goethite","5"
"Limonite","Gram per litre","2"
"Limonite","Hematite","3"
"Line (geometry)","C9","2"
"Line (geometry)","Electric current","2"
"Line (geometry)","Ellipse","2"
"Line (geometry)","Floor plan","3"
"Line (geometry)","Glossary of computer graphics","7"
"Line (geometry)","Interface and colloid science","4"
"Line (geometry)","Intersection number","3"
"Line (geometry)","Lamination","2"
"Line length","Aluminium alloy","2"
"Line length","L45","2"
"Line segment","Boron nitride","2"
"Line segment","Face","2"
"Linear actuator","Bulk cargo","4"
"Linear actuator","Cartesian coordinate system","4"
"Linear actuator","Drive shaft","4"
"Linear actuator","Electronic component","2"
"Linear actuator","Gimbal","4"
"Linear actuator","Legend","2"
"Linear map","Determination","4"
"Linear map","Hour","4"
"Linear motor","Bulk cargo","3"
"Linear motor","Curie temperature","2"
"Linear motor","Cyclohexane conformation","2"
"Linear motor","Drive shaft","4"
"Linear motor","Electric vehicle","2"
"Linear motor","Electronic control unit","2"
"Linear motor","Gimbal","3"
"Linear motor","Hydraulic cylinder","2"
"Linear motor","Linear actuator","5"
"Linear regression","Cartesian coordinate system","4"
"Linear variable differential transformer","Average","9"
"Linear-motion bearing","002 - Early Stage","2"
"Linear-motion bearing","Abrasion (mechanical)","8"
"Linear-motion bearing","Active load","3"
"Linear-motion bearing","Aluminium alloy","15"
"Linear-motion bearing","Bearing capacity","2"
"Linear-motion bearing","Bearing pressure","5"
"Linear-motion bearing","Bearing surface","2"
"Linear-motion bearing","Binary system","3"
"Linear-motion bearing","Carbon steel","2"
"Linear-motion bearing","Casting","2"
"Linear-motion bearing","Ceramic","2"
"Linear-motion bearing","Composite material","7"
"Linear-motion bearing","Compressive stress","3"
"Linear-motion bearing","Crystal structure","2"
"Linear-motion bearing","Fatigue limit","2"
"Linear-motion bearing","Glam metal","2"
"Linear-motion bearing","Hardness","2"
"Linear-motion bearing","Impurity","2"
"Linear-motion bearing","Intermetallic","25"
"Linear-motion bearing","Invention","15"
"Linear-motion bearing","Journal","2"
"Linear-motion bearing","Layered clothing","5"
"Linear-motion bearing","Linear motion","2"
"Linkage (mechanical)","Bulk cargo","17"
"Linkage (mechanical)","Cyclohexane conformation","2"
"Linkage (mechanical)","Drive shaft","2"
"Linkage (mechanical)","Gimbal","5"
"Linkage (mechanical)","Linear actuator","2"
"Linux Counter","Current collector","2"
"Lip","Anatomical terms of motion","3"
"Lip","Closed-end fund","2"
"Lip","Electric heating","3"
"Lip piercing","Electric arc furnace","2"
"Lipid","Biofuel","2"
"Liposome","Atomic number","7"
"Liposome","Biomass","3"
"Liquefaction","Chromium carbide","2"
"Liquefied gas","Blast furnace","4"
"Liquefied gas","Gasoline","3"
"Liquefied gas","Kerosene","3"
"Liquefied natural gas","Blast furnace","6"
"Liquefied natural gas","Blast furnace gas","3"
"Liquefied natural gas","Coal dust","14"
"Liquefied natural gas","Coal gas","3"
"Liquefied natural gas","Cost reduction","2"
"Liquid","Acetic acid","3"
"Liquid","Agglomerate","5"
"Liquid","Alloy","2"
"Liquid","Aluminium alloy","25"
"Liquid","Aluminium chloride","7"
"Liquid","Aluminium hydroxide","3"
"Liquid","Amine","5"
"Liquid","Ammonium chloride","3"
"Liquid","Ammonium hydroxide","5"
